text,category,stance,Lemmatization,sentiment
هانك آرون آشهر لعبي البسيبول باخذ لقاح كوفيد يثبت لآصحاب البشره السودا اللقاح آمن توفي اللقاح ال آمن اسبوع ضحايا لقاح كوفيد بدأ الارتفاع بشكل مخيف,celebrity,-1,"['هنك', 'ارن', 'شهر', 'لعب', 'يبل', 'بخذ', 'لقح', 'كوفيد', 'يثب', 'آصحاب', 'بشر', 'سود', 'لقح', 'امن', 'توف', 'لقح', 'ال', 'امن', 'سبع', 'ضحا', 'لقح', 'كوفيد', 'بدأ', 'رفع', 'شكل', 'خيف']",negative
شاهد مواطن يتلقى الجرعة الثانية لقاح فيروس_كورونا الشئ اللافت المقطع تعطيه الجرعة ابنته لقاح_كورونا السعودية,personal,1,"['شهد', 'وطن', 'لقى', 'جرع', 'ثني', 'لقح', 'فيروس_كورو', 'لشئ', 'لفت', 'قطع', 'عطه', 'جرع', 'ابن', 'لقاح_كورو', 'سعد']",positive
نائب أمير منطقة الرياض يتلقى لقاح فيروس كورونا,celebrity,1,"['نئب', 'امر', 'نطق', 'ريض', 'لقى', 'لقح', 'يرس', 'كورو']",positive
تعالو كدة نحسبها بالعقل والمنطق اخدنا الجرعتين نوع لقاح طيب نتخلص الماسك نستغني المطهرات نبطل نتباعد اجتماعيا ممكن تجيلي كورونا طيب لازمته ايه اللقاح ده,personal,1,"['علو', 'كدة', 'حسب', 'عقل', 'نطق', 'اخد', 'جرع', 'نوع', 'لقح', 'طيب', 'خلص', 'اسك', 'ستغ', 'طهر', 'بطل', 'بعد', 'جمع', 'مكن', 'تجل', 'كورو', 'طيب', 'لزم', 'ايه', 'لقح', 'ده']",positive
اتمنى عندما يأتي لقاح ڤايزر الى لبنان تلقيح الغير لبنانيين اولا واللبنانيين ثانيا العونية لان التقارير والأبحاث الطبية البهائم معفية اللقاح,personal,1,"['منى', 'عند', 'يأت', 'لقح', 'ڤايزر', 'الى', 'لبن', 'لقح', 'غير', 'لبن', 'اول', 'لبن', 'ثان', 'عون', 'لان', 'قرر', 'بحث', 'طبة', 'بهم', 'عفة', 'لقح']",positive
أردوغان يتلقى لقاح داء,celebrity,1,"['ردغ', 'لقى', 'لقح', 'داء']",positive
الاتحاد الأوروبي يوافق شراء مليون جرعة إضافية لقاح فايزر بيونتيك,info_news,1,"['تحد', 'ورب', 'يفق', 'شرء', 'ملي', 'جرع', 'ضفي', 'لقح', 'يزر', 'بين']",positive
الإمارات تحتل المركز الثاني عالميا عدد جرعات لقاح كوفيد_ الموزعة بواقع جرعة لكل شخص والمرتبة الأولى عالميا توزيع الجرعات اليومية خلال السبعة أيام الماضية,info_news,1,"['امر', 'حتل', 'ركز', 'ثني', 'علم', 'عدد', 'جرع', 'لقح', 'كوفيد_', 'وزع', 'بقع', 'جرع', 'لكل', 'شخص', 'رتب', 'ولى', 'علم', 'وزع', 'جرع', 'يوم', 'خلل', 'سبع', 'ايم', 'اضة']",positive
تلقيت اليوم الجرعة الاولى لقاح فايروس كورونا سلاسة الاجراءات والتنظيم المميزة جدا شكرا لولاة أمرنا شكرا لـ وزارة_الصحة الحمدلله نعمة السعودية,personal,1,"['لقت', 'اليوم', 'جرع', 'ولى', 'لقح', 'يرس', 'كورو', 'سلس', 'جرء', 'نظم', 'ميز', 'جدا', 'شكر', 'لول', 'امر', 'شكر', 'لـ', 'وزارة_الصحة', 'حمدلل', 'نعم', 'سعد']",positive
الكري يكشف السبب وراء تلقي جرعتين لقاح_فايزر,info_news,1,"['كري', 'كشف', 'سبب', 'ورء', 'تلق', 'جرع', 'لقاح_فايزر']",positive
الاتحاد الأوروبي يوافق لقاح موديرنا,info_news,1,"['تحد', 'ورب', 'يفق', 'لقح', 'ودر']",positive
عاجل ملك المغرب يتلقى الجرعة الأولى لقاح كورونا ويطلق حملة تطعيم وطنية العربية الرؤية_بلا_حدود,celebrity,1,"['عجل', 'ملك', 'غرب', 'لقى', 'جرع', 'ولى', 'لقح', 'كورو', 'طلق', 'حمل', 'طعم', 'وطن', 'عرب', 'رؤية_بلا_حدود']",positive
المغرب توقيف مسؤولين إثر تلقي مستحقين لقاح_كورونا أوقفت وزارة الداخلية المغربية المسؤولين التابعين بسبب تلقي مستحقين للقاح كورونا المرحلة الأولى للتطعيم,info_news,1,"['غرب', 'وقف', 'سؤل', 'اثر', 'تلق', 'سحق', 'لقاح_كورو', 'وقف', 'وزر', 'دخل', 'غرب', 'سؤل', 'تبع', 'سبب', 'تلق', 'سحق', 'قاح', 'كورو', 'رحل', 'ولى', 'طعم']",positive
دراسة تؤكد فاعلية لقاح فايزر سلالات كورونا الجديدة للتفاصيل عينك_على_العالم يدا_بيد_نتعافى,info_news,1,"['درس', 'ؤكد', 'فعل', 'لقح', 'يزر', 'سلل', 'كورو', 'جدد', 'فصل', 'عينك_على_العالم', 'يدا_بيد_نتعافى']",positive
خادم الحرمين الشريفين الملك سلمان يتلقى الجرعة الأولى لقاح كورونا,celebrity,1,"['خدم', 'حرم', 'شرف', 'ملك', 'سلم', 'لقى', 'جرع', 'ولى', 'لقح', 'كورو']",positive
إمارة_الجوف عاجل خادم_الحرمين_الشريفين حفظه الله يتلقى الجرعة الأولى لقاح كورونا كوفيد الجوف_سلة_غذاء_المملكة استثمر_بالجوف,celebrity,1,"['امارة_الجوف', 'عجل', 'خادم_الحرمين_الشريف', 'حفظ', 'الل', 'لقى', 'جرع', 'ولى', 'لقح', 'كورو', 'كوفيد', 'جوف_سلة_غذاء_المملكة', 'استثمر_بالجوف']",positive
الصحة أسبوعان الجرعة الثانية لقاح كورونا للوصول للمناعة ضد الفيروس مختارات_من_عاجل,info_news,1,"['صحة', 'سبع', 'جرع', 'ثني', 'لقح', 'كورو', 'وصل', 'ناع', 'ضد', 'يرس', 'مختارات_من_عاجل']",positive
تلقيه الجرعة الأولى لقاح كورونا سمو نائب أمير منطقة الرياض شيد بالجهود المبذولة تقوم الجهات المختصة إجراءات واحترازات ظل دعم وتوجيهات خادم الحرمين الشريفين وسمو ولي عهده الأمين حفظهما الله,celebrity,1,"['لقه', 'جرع', 'ولى', 'لقح', 'كورو', 'سمو', 'نئب', 'امر', 'نطق', 'ريض', 'شيد', 'جهد', 'بذل', 'تقم', 'جهت', 'ختص', 'جرء', 'حرز', 'ظل', 'دعم', 'وتج', 'خدم', 'حرم', 'شرف', 'سمو', 'ولي', 'عهد', 'امن', 'حفظ', 'الل']",positive
روسيا تعلن طرح لقاح مضاد لـ فيروس_كورونا قريبا للتفاصيل,info_news,1,"['روس', 'تعل', 'طرح', 'لقح', 'ضاد', 'لـ', 'فيروس_كورو', 'قرب', 'فصل']",positive
الأمير خالد الفيصل مستشار خادم_الحرمين_الشريفين أمير منطقة مكة_المكرمة يتلقى الجرعة الثانية لقاح فايزر بمركز اللقاحات جدة عبر,celebrity,1,"['امر', 'خلد', 'يصل', 'شار', 'خادم_الحرمين_الشريف', 'امر', 'نطق', 'مكة_المكرمة', 'لقى', 'جرع', 'ثني', 'لقح', 'يزر', 'ركز', 'لقح', 'جدة', 'عبر']",positive
مصر تكشف سعر لقاح كورونا وفئتان سيتم تطعيمهما مجانا,plan,1,"['مصر', 'كشف', 'سعر', 'لقح', 'كورو', 'وفئ', 'يتم', 'طعم', 'مجا']",positive
ألمانيا تم تطعيم شخصا يوما تركيا تم تطعيم ال ساعة الماضية,info_news,1,"['لمن', 'تم', 'طعم', 'شخص', 'يوم', 'ترك', 'تم', 'طعم', 'ال', 'سعة', 'اضة']",positive
يشارك أبناء الأردن تلقيه للقاح ڤيروس كورونا خلال الحملة الوطنية للقاح اللقاح سنتمكن بإذن الله وضع حد لهذه الكارثة عانى العالم الملك_عبد_الله_الثاني الأردن لقاح_كورونا,celebrity,1,"['يشر', 'بنء', 'ارد', 'لقه', 'قاح', 'ڤيروس', 'كورو', 'خلل', 'حمل', 'وطن', 'قاح', 'لقح', 'نتم', 'بإذ', 'الل', 'وضع', 'حد', 'لهذ', 'كرث', 'عنى', 'علم', 'ملك_عبد_الله_الثا', 'ارد', 'لقاح_كورو']",positive
يومين عون وكلابو كانو عم يتمسخرو انك عم تسافر لتشحد وتتسول للسلطة طلعت عم تجيب لقاح مجاني للشعب وانت خارج السلطة وسهام الشعب والكلاب موجها اي_قلب_تملك_بالله_عليك,info_news,1,"['يوم', 'عون', 'كلبو', 'كنو', 'عم', 'سخرو', 'انك', 'عم', 'سفر', 'شحد', 'تسل', 'سلط', 'طلع', 'عم', 'تجب', 'لقح', 'مجا', 'شعب', 'ونت', 'خرج', 'سلط', 'سهم', 'شعب', 'كلب', 'موج', 'اي_قلب_تملك_بالله_عليك']",positive
اصابة عضو الكونغرس بكورونا انه اخذ تطعيم فايزر سابقا بسبب التطعيم يشكو اي اعراض تم اتخاذ اجراء الحجر المنزلي فقط وهذا اهم اسباب اخذ اللقاح فهو يحمي بنسبة او الاصابة الحماية الاهم حالة الاصابة انها تكون ضعيفة,info_news,1,"['صبة', 'عضو', 'كونغرس', 'كورو', 'انه', 'اخذ', 'طعم', 'يزر', 'سبق', 'سبب', 'طعم', 'شكو', 'اي', 'عرض', 'تم', 'تخذ', 'جرء', 'حجر', 'زلي', 'فقط', 'وهذا', 'اهم', 'سبب', 'اخذ', 'لقح', 'فهو', 'يحم', 'نسب', 'او', 'صبة', 'حمي', 'اهم', 'حلة', 'صبة', 'انه', 'تكون', 'ضعف']",positive
فلن يكشفه عنهم لقاح فايزر ولالقاح مسلم وكافر واعلموا اليقين عذاب الله الكتاب سواء الأدنى الأكبر لاتكشفه الأسباب كانت فأخيرا تتقطع الأسباب إلاالتضرع والدعاء الإمام المهدي ناصر محمد اليماني مـ,others,0,"['فلن', 'كشف', 'عنهم', 'لقح', 'يزر', 'لقح', 'سلم', 'كفر', 'علم', 'يقن', 'عذب', 'الل', 'كتب', 'سوء', 'دنى', 'كبر', 'كشف', 'سبب', 'كانت', 'أخر', 'قطع', 'سبب', 'الاالتضرع', 'دعء', 'امم', 'هدي', 'نصر', 'حمد', 'يما', 'مـ']",neutral
البزري لـ صوت الناس لقاح كورونا سيصل الى لبنان الأسبوع الأول شهر,info_news,1,"['بزر', 'لـ', 'صوت', 'ناس', 'لقح', 'كورو', 'يصل', 'الى', 'لبن', 'سبع', 'اول', 'شهر']",positive
قدمت طلب للحصول تطعيم ضد فيروس كرونا الاسئلة المطروحة اذا عندك حساسية فأجبت بنعم وعقب انتهاء الاستجواب تلقيت رسالة برفض الطلب اتصلت رقم لاستفسر اكثر فجاني الرد نفسه مؤهل للحصول التطعيم امكن خيرة المثل تأخيرة خيرة,personal,1,"['قدم', 'طلب', 'حصل', 'طعم', 'ضد', 'يرس', 'كرو', 'سئل', 'طرح', 'اذا', 'عند', 'حسس', 'أجب', 'نعم', 'عقب', 'نهء', 'جوب', 'لقت', 'رسل', 'رفض', 'طلب', 'تصل', 'رقم', 'فسر', 'كثر', 'فجا', 'لرد', 'نفس', 'ؤهل', 'حصل', 'طعم', 'امك', 'خير', 'مثل', 'أخر', 'خير']",positive
سعر جرعة لقاح كورنا الدول الأفريقية الفقيرة يتراوح لتخطي الحجب,info_news,0,"['سعر', 'جرع', 'لقح', 'كور', 'دول', 'فرق', 'فقر', 'روح', 'تخط', 'حجب']",neutral
الإمارات تقدم اكثر مليون جرعة لقاح لحماية المواطنين والمقيمين فيروس كورونا مجانا لتحتل الصدارة السباق العالمي للقضاء الوباء الأسرع انتشارا التاريخ,info_news,1,"['امر', 'قدم', 'كثر', 'ملي', 'جرع', 'لقح', 'لحم', 'وطن', 'قيم', 'يرس', 'كورو', 'مجا', 'حتل', 'صدر', 'سبق', 'علم', 'قضء', 'وبء', 'سرع', 'نشر', 'ارخ']",positive
يؤتمن الدماء يؤتمن الارواح لقاح_آمن,personal,1,"['ؤمن', 'دمء', 'ؤمن', 'روح', 'لقاح_آمن']",positive
أخذت الجرعة الثانية لقاح_كورونا واستلمت وردتي الثانية قليل وأسأل الله العفو والعافية الدنيا والآخرة ولوالدي ولكل الناس اللهم_لك_الحمد_والشكر نعمة الوطن العزيز ونعمة الأمن ونعمة العافية شكرا لكل مشروع تطعيم_كورونا الله وجيهكم,personal,1,"['اخذ', 'جرع', 'ثني', 'لقاح_كورو', 'سلم', 'ورد', 'ثني', 'قلل', 'أسأل', 'الل', 'عفو', 'عفي', 'دنا', 'اخر', 'للد', 'لكل', 'ناس', 'لهم_لك_الحمد_والشكر', 'نعم', 'وطن', 'عزز', 'نعم', 'امن', 'نعم', 'عفي', 'شكر', 'لكل', 'شرع', 'تطعيم_كورو', 'الل', 'وجه']",positive
لمركز أخبار حول إقبال مجتمع الإمارات تلق اللقاح المضاد لكوفيد توافر خيار للقاحات الدولة وجميعها آمنةوناجحة تحفيز الجسم إنتاج أجسام مضادة تمنع الإصابة بالفيروس يدا_بيد_نتعافى اخترت_التطعيم كوفيد كورونا الامارات لقاح_كوفيد,info_news,1,"['ركز', 'خبر', 'حول', 'قبل', 'جمع', 'امر', 'تلق', 'لقح', 'ضاد', 'كوفيد', 'وفر', 'خير', 'قاح', 'دول', 'جمع', 'امنةوناجحة', 'حفز', 'جسم', 'ناج', 'جسم', 'ضاد', 'منع', 'صبة', 'يرس', 'يدا_بيد_نتعافى', 'اخترت_التطعيم', 'كوفيد', 'كورو', 'امر', 'لقاح_كوفيد']",positive
الله يحفظك خادم_الحرمين_الشريفين يتلقى الجرعة الأولى لقاح كورونا كوفيد,celebrity,1,"['الل', 'حفظ', 'خادم_الحرمين_الشريف', 'لقى', 'جرع', 'ولى', 'لقح', 'كورو', 'كوفيد']",positive
وصول لقاح صنع الهند ضد فيروس كورونا الى السلطنة وفق ذكره مسؤول هندي عبر تويتر الخطوة تعكس الصداقة القديمة البلدين,info_news,1,"['وصل', 'لقح', 'صنع', 'هند', 'ضد', 'يرس', 'كورو', 'الى', 'سلط', 'وفق', 'ذكر', 'سؤل', 'هند', 'عبر', 'يتر', 'خطة', 'عكس', 'صدق', 'قدم', 'بلد']",positive
واشنطن جو بايدن يعلن انه سيتم توزيع مليون جرعة لقاح مضاد لكورونا خلال يوم تسلمه الرئاسة,info_news,1,"['شنط', 'جو', 'بيد', 'يعل', 'انه', 'يتم', 'وزع', 'ملي', 'جرع', 'لقح', 'ضاد', 'كورو', 'خلل', 'يوم', 'سلم', 'رئس']",positive
