id,text,stance,predictions
585,وزارة الصحة تعلن الأعراض الجانبية لمن يحصل على لقاح كورونا,-1,negative
586,قائد القوات الجوية الملكية السعودية الفريق الركن تركي بن بندر بن عبدالعزيز يتلقى الجرعة الأولى من لقاح كورونا بمركز لقاحات كورونا في الرياض,0,neutral
587,شحنات لقاح كورونا وصلت عبر طائرة عسكرية إلى مطار بوفاريك,0,neutral
588,سمو نائب أمير الرياض الأمير محمد بن عبدالرحمن بن عبدالعزيز يتلقى الجرعة الأولى من لقاح كورونا ويشيد بالجهود المبذولة في هذا الشأن وما تقوم به الجهات المختصة من إجراءات واحترازات لمواجهة هذا الوباء,1,positive
589,أكد الرئيس التركي رجب طيب أردوغان عدم إجراء أي انتخابات مبكرة وأنها ستكون في موعدها المحدد يونيو حزيران وحول لقاح فيروس كورونا أشار الرئيس التركي إلى أن الدفعة الثانية ستصل من الصين نهاية الأسبوع على الأرجح,0,neutral
590,الإمارات تعلن توزيع أكثر من ملايين جرعة لقاح كورونا منذ ديسمبر,0,neutral
591,اكد المدير التنفيذي للابحاث السريرية المتعلقة بلقاح فيروس كورونا محمد رضا صالحي ان خلو لقاح كوفو ايران بركت المنتج محليا من أي خطر اصبح جليا بعد حقنه في متطوعا دون ان ت سجل اية اعراض جانبية لحد الآن,-1,negative
592,بدنا نشوف لقاح للانسانية قبل لقاح كورونا اللقاح_للبناني_أولا,0,neutral
593,ليه مخترعوش لقاح للنوم بدري يا جماعة,-1,negative
594,طبعا وصلت لمرحلة انو لما ابغا انفس عن نفسي من المذاكرة اشغل نفسي بالتطوع منجد صدق اللي يقول من يوم ما تدخل مجال صحي حياتك كلها تتغير الله يقدرنا على خدمة مجتمعنا ووطنا ويجعلنا فخر لكل اللي حولنا التوعية_بأخذ_لقاح_كوفيد عزيز_مول,1,positive
595,ورغم ان الكيان الصهيوني لم يتسلم حتى الآن سوى لقاح فايزر لكن حكومته أبرمت أيض ا صفقات مع استرازينيكا و موديرنا,-1,negative
596,عم تتقاتلوا مين بياخد لقاح بالأول خايفين الاعداء يسبقوكن فيه وبخصوص العاملات ببيوتكن والعمال الاجانب بمعاملكن رح تمنعوه عنهن أو هول بيشتغلوا معكن وبين ولادكن لازم يكونوا محص نين الكورونا اجت مافر قت بين عرق ودين ولون عالم أو ل أو تالت والموت ماعندو كبير وصغير بس الله كبير,-1,negative
597,وزير الصحة ي علن إطلاق خدمة الجواز الصحي بالتعاون مع سدايا عبر تطبيق توكلنا ويتلقى الجرعة الثانية من لقاح كورونا الساحات_العربيه,0,neutral
598,دراسة تمهيدية تظهر أن لقاح فايزر بايونتيك يتمتع بفعالية ضد تحور أساسي لسلالتين من فيروس كورونا,1,positive
599,صباحك ومطرحك وزارة الصحه والسكان تؤكد جاهزية الموقع الالكتروني الجديد لتسجيل بيانات المواطنين الراغبين في تلقي لقاح كورونا اسمعنا من هنا اظبط_صباحك_مع_يونس,1,positive
600,يكفينا ما لاقينا من أمريكا وموتها البايولوجي لا نريد لقاحها بل نريد_لقاح_آمن,-1,negative
601,مصر وصول الشحنة المنتظرة من لقاح أسترازينيكا سكاي_أخبار,0,neutral
602,أعلن المكتب الإعلامي لوزير الصحة العامة في بيان أن الوزير الدكتور حمد حسن وقع صباح اليوم العقد النهائي مع شركة فايرز لتأمين أكثر من مليوني ومئة ألف لقاح تصل تدريجا بدءا من بداية شهر شباط,1,positive
603,الدكتور بزري لبنان بدو يعتبر انو مع لقاح أو بلا لقاح الـ سنة كورونا طوني_خليفة,0,neutral
604,وفقا للمعلومات المتوافرة على موقع وأنا أعرف أنها ليست حديثة تماما فيما يتعلق بأعداد التطعيمات تحديدا لكنها أفضل من لا شيء الدول التي سجلت قيامها ببدء تطعيم سكانها والتي تم دمج ذلك في بيانات المصدر أشارت لأعداد الحاصلين على التطعيم من كل شخص,1,positive
605,جنيف مراسل الميادين منظمة الصحة العالمية توصي باستخدام لقاح مودرنا المضاد لكورونا عبر جرعتين تفصل بينهما يوما مع امكانية تمديدها إلى يوما,0,neutral
606,وهذه الأخطار تم وصفها بالاوراق سابقا والقصد أن شركة بيونتك ذكرت ذلك في البروشور المخصص للقاحها ان النساء الحوامل يجب عدم تطعيمهم باللقاح وأن اذا تم تطعيم النساء الصغيرات يجب ان لا تحمل خلال شهرين,-1,negative
607,لقيو لقاح للكورونا وبعد ما لقيو لقاح لنفيقوا بس_يفيق_مددلو,-1,negative
608,النائب سعدون حماد سنعرف من وزير الصحة حقيقة تلف كميات من لقاح كوفيد,0,neutral
609,بخلاف مشاكل الدم طبيبة مكسيكيه سنه اصيبت بالشلل بعد تلقيها لقاح فايزر تم تشخيص إصابتها بالتهاب النخاع المستعرض وهو أحد الآثار الجانبية المعروفة للقاحات وتحديدا لقاحات مثل لقاح فايزر,-1,negative
610,أحداث_الأسبوع أمين عام الأمم المتحدة تلقى الجرعة الأولى من لقاح كوفيد_ ودعا إلى العمل لتوفير اللقاحات للجميع في كل مكان مع هذه الجائحة لن يأمن أحد إلا إذا كان الجميع آمنا,1,positive
611,الملك محمد السادس حفظه الله يتلقى الجرعة الاولى من لقاح كورونا ويعلن انطلاق حملة تلقيح كامل الشعب والامة المغربية,1,positive
612,ما قدرنا نجيب مليون لقاح منخبر الشباب منفش خلقنا بممفد,-1,negative
613,الولايات المتحدة اتهام طبيب بسرقة قارورة من لقاح كورونا,-1,negative
614,خبير أمريكي يجيب عن السؤال الأبرز عالميا كيف ظهر لقاح_كورونا في أقل من عام على بدء التجارب فيديو,0,neutral
615,هشام_طلعت_مصطفى يعلن عن تحمله تكاليف لقاح ضد فيروس كورونا لـ مليون مواطن صدى_البلد البلد,0,neutral
616,فيديو كم تبلغ قيمة لقاح فيروس كورونا نشرة_النهار الإخبارية,0,neutral
617,وصول أول شحنة من لقاح أسترازينيكا إلى سلطنة عمان,0,neutral
