text,category,stance,sentiment,words,errors,errors_count,sentence_length
وزير الصحة التركي نبدأ تطعيم المواطنين تتجاوز أعمارهم عاما اعتبارا الخميس,info_news,1,positive,"['وزير', 'الصحة', 'التركي', 'نبدأ', 'تطعيم', 'المواطنين', 'تتجاوز', 'أعمارهم', 'عاما', 'اعتبارا', 'الخميس']","{'تتجاوز', 'التركي', 'الخميس', 'أعمارهم', 'الصحة', 'وزير', 'تطعيم', 'نبدأ', 'عاما', 'المواطنين', 'اعتبارا'}",11,73
المفوضية الأوروبية نجهز خطة لمساعدة الدول الفقيرة للحصول لقاح كورونا,plan,1,positive,"['المفوضية', 'الأوروبية', 'نجهز', 'خطة', 'لمساعدة', 'الدول', 'الفقيرة', 'للحصول', 'لقاح', 'كورونا']","{'الفقيرة', 'للحصول', 'نجهز', 'كورونا', 'لقاح', 'الدول', 'لمساعدة', 'المفوضية', 'خطة', 'الأوروبية'}",10,68
ترصد رحلة لقاح بايونتك المستودعات الطبية بمطار فرانكفورت العالم,info_news,1,positive,"['ترصد', 'رحلة', 'لقاح', 'بايونتك', 'المستودعات', 'الطبية', 'بمطار', 'فرانكفورت', 'العالم']","{'العالم', 'ترصد', 'لقاح', 'الطبية', 'فرانكفورت', 'بايونتك', 'رحلة', 'بمطار', 'المستودعات'}",9,63
سيدي يتلقى الجرعة الأولى لقاح احفظ سيدي بحفظك,celebrity,1,positive,"['سيدي', 'يتلقى', 'الجرعة', 'الأولى', 'لقاح', 'احفظ', 'سيدي', 'بحفظك']","{'الأولى', 'لقاح', 'احفظ', 'بحفظك', 'الجرعة', 'سيدي', 'يتلقى'}",7,45
اليونسيف سنوفر مليار جرعة لقاح كورونا لـ دولة فقيرة,plan,1,positive,"['اليونسيف', 'سنوفر', 'مليار', 'جرعة', 'لقاح', 'كورونا', 'لـ', 'دولة', 'فقيرة']","{'كورونا', 'لقاح', 'مليار', 'جرعة', 'سنوفر', 'دولة', 'فقيرة', 'لـ', 'اليونسيف'}",9,51
ووفقا لمراكز السيطرة الأمراض تلقى مليون شخص جرعتهم الأولى لقاح كوفيد الولايات المتحدة الان,info_news,1,positive,"['ووفقا', 'لمراكز', 'السيطرة', 'الأمراض', 'تلقى', 'مليون', 'شخص', 'جرعتهم', 'الأولى', 'لقاح', 'كوفيد', 'الولايات', 'المتحدة', 'الان']","{'شخص', 'الان', 'الأولى', 'لمراكز', 'لقاح', 'الأمراض', 'مليون', 'كوفيد', 'المتحدة', 'جرعتهم', 'الولايات', 'السيطرة', 'تلقى', 'ووفقا'}",14,90
روسيا تفند أنباء رفض البرازيل تسجيل لقاح سبوتنيك,info_news,1,positive,"['روسيا', 'تفند', 'أنباء', 'رفض', 'البرازيل', 'تسجيل', 'لقاح', 'سبوتنيك']","{'تفند', 'لقاح', 'رفض', 'تسجيل', 'أنباء', 'سبوتنيك', 'روسيا', 'البرازيل'}",8,48
اسرائيل ترفض توفير لقاح كورونا طلب السلطه الفلسطينيه,plan,-1,negative,"['اسرائيل', 'ترفض', 'توفير', 'لقاح', 'كورونا', 'طلب', 'السلطه', 'الفلسطينيه']","{'كورونا', 'طلب', 'لقاح', 'اسرائيل', 'الفلسطينيه', 'السلطه', 'توفير', 'ترفض'}",8,52
فيديو أمير يتلقى الجرعة الأولى لقاح,celebrity,1,positive,"['فيديو', 'أمير', 'يتلقى', 'الجرعة', 'الأولى', 'لقاح']","{'الأولى', 'أمير', 'لقاح', 'فيديو', 'الجرعة', 'يتلقى'}",6,35
الملك سلمان بن عبد العزيز يتلقى الجرعة الأولى اللقاح المضاد لفيروس المستجد ,celebrity,1,positive,"['الملك', 'سلمان', 'بن', 'عبد', 'العزيز', 'يتلقى', 'الجرعة', 'الأولى', 'اللقاح', 'المضاد', 'لفيروس', 'المستجد']","{'عبد', 'لفيروس', 'المستجد', 'الأولى', 'العزيز', 'سلمان', 'اللقاح', 'المضاد', 'الملك', 'الجرعة', 'بن', 'يتلقى'}",12,75
وزير الشؤون الإسلامية يتلقى الجرعة الثانية لقاح,celebrity,1,positive,"['وزير', 'الشؤون', 'الإسلامية', 'يتلقى', 'الجرعة', 'الثانية', 'لقاح']","{'لقاح', 'الثانية', 'وزير', 'الإسلامية', 'الشؤون', 'الجرعة', 'يتلقى'}",7,47
محافظة نحتاج إعطاء اللقاح لـ شخص يوميا نستطيع تطعيم ملايين شخص خلال أشهر    ,info_news,1,positive,"['محافظة', 'نحتاج', 'إعطاء', 'اللقاح', 'لـ', 'شخص', 'يوميا', 'نستطيع', 'تطعيم', 'ملايين', 'شخص', 'خلال', 'أشهر']","{'شخص', 'يوميا', 'نحتاج', 'محافظة', 'خلال', 'أشهر', 'نستطيع', 'تطعيم', 'ملايين', 'اللقاح', 'إعطاء', 'لـ'}",12,76
توتر الفارس اثناء تلقيها لقاح كورونا,celebrity,-1,negative,"['توتر', 'الفارس', 'اثناء', 'تلقيها', 'لقاح', 'كورونا']","{'كورونا', 'الفارس', 'توتر', 'لقاح', 'اثناء', 'تلقيها'}",6,36
علينا بالتعامل اثبت إخلاصه ووفاءه  نكثه للعهود والعقود ويتاجر بأرواحنا ,info_news,1,positive,"['علينا', 'بالتعامل', 'اثبت', 'إخلاصه', 'ووفاءه', 'نكثه', 'للعهود', 'والعقود', 'ويتاجر', 'بأرواحنا']","{'بأرواحنا', 'ويتاجر', 'للعهود', 'والعقود', 'نكثه', 'علينا', 'اثبت', 'بالتعامل', 'ووفاءه', 'إخلاصه'}",10,71
علقت الطبيبة أعطت والدها الجرعة الثانية لقاح الواقعة فيديو,info_news,0,neutral,"['علقت', 'الطبيبة', 'أعطت', 'والدها', 'الجرعة', 'الثانية', 'لقاح', 'الواقعة', 'فيديو']","{'أعطت', 'لقاح', 'الثانية', 'فيديو', 'الطبيبة', 'الواقعة', 'والدها', 'الجرعة', 'علقت'}",9,58
خادم الحرمين الشريفين حفظه الله يتلقى الجرعة الأولى لقاح كورونا كوفيد    ,celebrity,1,positive,"['خادم', 'الحرمين', 'الشريفين', 'حفظه', 'الله', 'يتلقى', 'الجرعة', 'الأولى', 'لقاح', 'كورونا', 'كوفيد']","{'كورونا', 'الله', 'الحرمين', 'الأولى', 'لقاح', 'الشريفين', 'كوفيد', 'حفظه', 'خادم', 'الجرعة', 'يتلقى'}",11,73
لقو لقاحات لأشرس الفايروسات لقاح العنصرية لاقوه,info_news,0,neutral,"['لقو', 'لقاحات', 'لأشرس', 'الفايروسات', 'لقاح', 'العنصرية', 'لاقوه']","{'العنصرية', 'لقاحات', 'لقاح', 'الفايروسات', 'لاقوه', 'لأشرس', 'لقو'}",7,47
طالبت سلطة الاحتلال الإسرائيلي بتقديم لقاحات للأسرى الفلسطينيين باعتبارها مسؤولة تقديم يلزم,info_news,1,positive,"['طالبت', 'سلطة', 'الاحتلال', 'الإسرائيلي', 'بتقديم', 'لقاحات', 'للأسرى', 'الفلسطينيين', 'باعتبارها', 'مسؤولة', 'تقديم', 'يلزم']","{'لقاحات', 'الاحتلال', 'تقديم', 'باعتبارها', 'الإسرائيلي', 'يلزم', 'بتقديم', 'للأسرى', 'الفلسطينيين', 'طالبت', 'سلطة', 'مسؤولة'}",12,91
طارق ذياب محلل  الهزيمة بايرن كانت أشد ألما لقاح فيروس كورونا أخذته اليوم,celebrity,1,positive,"['طارق', 'ذياب', 'محلل', 'الهزيمة', 'بايرن', 'كانت', 'أشد', 'ألما', 'لقاح', 'فيروس', 'كورونا', 'أخذته', 'اليوم']","{'كورونا', 'اليوم', 'أخذته', 'لقاح', 'محلل', 'ذياب', 'كانت', 'فيروس', 'طارق', 'أشد', 'ألما', 'بايرن', 'الهزيمة'}",13,73
 للتو أخذت الجرعة الأولى لقاح كوفيد   استعدادات وخدمة فريق العمل المركز رائعة  ,personal,1,positive,"['للتو', 'أخذت', 'الجرعة', 'الأولى', 'لقاح', 'كوفيد', 'استعدادات', 'وخدمة', 'فريق', 'العمل', 'المركز', 'رائعة']","{'الأولى', 'لقاح', 'المركز', 'أخذت', 'كوفيد', 'رائعة', 'استعدادات', 'للتو', 'فريق', 'الجرعة', 'وخدمة', 'العمل'}",12,79
رويترز تحصل إمدادات لقاح أسترا زينيكا بثلاثة ملايين جرعة خلال أسبوع,info_news,1,positive,"['رويترز', 'تحصل', 'إمدادات', 'لقاح', 'أسترا', 'زينيكا', 'بثلاثة', 'ملايين', 'جرعة', 'خلال', 'أسبوع']","{'زينيكا', 'لقاح', 'خلال', 'جرعة', 'ملايين', 'إمدادات', 'أسبوع', 'رويترز', 'أسترا', 'بثلاثة', 'تحصل'}",11,67
اللقاء   طاب لقاحه طابت   يقصد لقاح,info_news,1,positive,"['اللقاء', 'طاب', 'لقاحه', 'طابت', 'يقصد', 'لقاح']","{'يقصد', 'لقاح', 'لقاحه', 'طابت', 'اللقاء', 'طاب'}",6,35
وزير الصحة التركي ملايين جرعة لقاح كورونا تصل الإثنين قادمة الصين ضمن الدفعة الثانية البالغة ملايين,plan,1,positive,"['وزير', 'الصحة', 'التركي', 'ملايين', 'جرعة', 'لقاح', 'كورونا', 'تصل', 'الإثنين', 'قادمة', 'الصين', 'ضمن', 'الدفعة', 'الثانية', 'البالغة', 'ملايين']","{'كورونا', 'الصين', 'الدفعة', 'التركي', 'لقاح', 'الثانية', 'الإثنين', 'الصحة', 'جرعة', 'وزير', 'ملايين', 'قادمة', 'تصل', 'ضمن', 'البالغة'}",15,99
حفظه الله يتلقى الجرعة الأولى لقاح كورونا كوفيد  ,celebrity,1,positive,"['حفظه', 'الله', 'يتلقى', 'الجرعة', 'الأولى', 'لقاح', 'كورونا', 'كوفيد']","{'كورونا', 'الله', 'الأولى', 'لقاح', 'كوفيد', 'حفظه', 'الجرعة', 'يتلقى'}",8,49
لقاح تحالف فايزر بايونتيك يبدو فعالا ضد النسخة المتحورة فيروس اكتشفت,info_news,1,positive,"['لقاح', 'تحالف', 'فايزر', 'بايونتيك', 'يبدو', 'فعالا', 'ضد', 'النسخة', 'المتحورة', 'فيروس', 'اكتشفت']","{'النسخة', 'لقاح', 'المتحورة', 'يبدو', 'بايونتيك', 'فعالا', 'فايزر', 'فيروس', 'ضد', 'تحالف', 'اكتشفت'}",11,68
  أكد الأطباء أهمية لقاح فايروس بتلقي اللقاح عبر تطبيق صحتي لحماية نفسك والمجتمع حولك  ,info_news,1,positive,"['أكد', 'الأطباء', 'أهمية', 'لقاح', 'فايروس', 'بتلقي', 'اللقاح', 'عبر', 'تطبيق', 'صحتي', 'لحماية', 'نفسك', 'والمجتمع', 'حولك']","{'صحتي', 'الأطباء', 'لقاح', 'نفسك', 'والمجتمع', 'أكد', 'تطبيق', 'عبر', 'فايروس', 'بتلقي', 'اللقاح', 'لحماية', 'أهمية', 'حولك'}",14,87
مخاوف حملات المعلومات المضللة لقاح كورونا تستهدف المسلمين,rumors,1,positive,"['مخاوف', 'حملات', 'المعلومات', 'المضللة', 'لقاح', 'كورونا', 'تستهدف', 'المسلمين']","{'كورونا', 'المسلمين', 'لقاح', 'حملات', 'المعلومات', 'مخاوف', 'تستهدف', 'المضللة'}",8,57
وزارة الصحة التركية تقوم ببيع لقاح فيروس كورونا بضعف السعر لمن يرغب وذلك لتعزيز الاقتصاد التركي,info_news,-1,negative,"['وزارة', 'الصحة', 'التركية', 'تقوم', 'ببيع', 'لقاح', 'فيروس', 'كورونا', 'بضعف', 'السعر', 'لمن', 'يرغب', 'وذلك', 'لتعزيز', 'الاقتصاد', 'التركي']","{'كورونا', 'لمن', 'يرغب', 'تقوم', 'الاقتصاد', 'لقاح', 'وذلك', 'وزارة', 'التركي', 'الصحة', 'لتعزيز', 'فيروس', 'بضعف', 'التركية', 'السعر', 'ببيع'}",16,95
  نزلاء ونزيلات المؤسسات العقابية والإصلاحية يتلقون جرعات لقاح,plan,1,positive,"['نزلاء', 'ونزيلات', 'المؤسسات', 'العقابية', 'والإصلاحية', 'يتلقون', 'جرعات', 'لقاح']","{'جرعات', 'لقاح', 'ونزيلات', 'نزلاء', 'المؤسسات', 'والإصلاحية', 'يتلقون', 'العقابية'}",8,62
كيفية توزيع البزري يشرح الرأي يكشف تم حجز لقاح فايزر,info_news,1,positive,"['كيفية', 'توزيع', 'البزري', 'يشرح', 'الرأي', 'يكشف', 'تم', 'حجز', 'لقاح', 'فايزر']","{'الرأي', 'لقاح', 'يشرح', 'تم', 'توزيع', 'حجز', 'فايزر', 'يكشف', 'البزري', 'كيفية'}",10,52
لقطات أثناء تلقي الملك سلمان الجرعة الأولى لقاح كورونا      ,celebrity,1,positive,"['لقطات', 'أثناء', 'تلقي', 'الملك', 'سلمان', 'الجرعة', 'الأولى', 'لقاح', 'كورونا']","{'كورونا', 'الأولى', 'لقطات', 'لقاح', 'سلمان', 'الملك', 'تلقي', 'الجرعة', 'أثناء'}",9,60
الف جرعه لقاح اكسفورد المضاد لڤايروس كورونا تصل البلاد تم تصنيعه مصنع سيروم للامصال بالهند,info_news,1,positive,"['الف', 'جرعه', 'لقاح', 'اكسفورد', 'المضاد', 'لڤايروس', 'كورونا', 'تصل', 'البلاد', 'تم', 'تصنيعه', 'مصنع', 'سيروم', 'للامصال', 'بالهند']","{'كورونا', 'مصنع', 'اكسفورد', 'لقاح', 'جرعه', 'بالهند', 'البلاد', 'الف', 'تصل', 'للامصال', 'لڤايروس', 'المضاد', 'سيروم', 'تصنيعه', 'تم'}",15,90
خادم الحرمين الشريفين الله يمنحه الصحه والعافيه وطولة العمر يتلقى الجرعه الاولى لقاح كورونا,celebrity,1,positive,"['خادم', 'الحرمين', 'الشريفين', 'الله', 'يمنحه', 'الصحه', 'والعافيه', 'وطولة', 'العمر', 'يتلقى', 'الجرعه', 'الاولى', 'لقاح', 'كورونا']","{'كورونا', 'الله', 'الحرمين', 'يمنحه', 'وطولة', 'لقاح', 'الشريفين', 'الاولى', 'العمر', 'الصحه', 'والعافيه', 'خادم', 'الجرعه', 'يتلقى'}",14,91
تقدم للسياسيين التابعين لحزب العداله لقاح الفعال لشعبها لقاح تجريبى,plan,1,positive,"['تقدم', 'للسياسيين', 'التابعين', 'لحزب', 'العداله', 'لقاح', 'الفعال', 'لشعبها', 'لقاح', 'تجريبى']","{'الفعال', 'تقدم', 'لقاح', 'تجريبى', 'لشعبها', 'لحزب', 'العداله', 'التابعين', 'للسياسيين'}",9,67
